"","NUMBER","ACC","PAGE","Author","Year","Title","DOI","Location","Biome","Landscape","Lower_diversity_guild","Higher_diversity_guilds","Plant species family","Plant species","Pollinator variable measure","Reproductive succes measure","Response","Nc visits","Nt visits","Escala_visitas","Nc sp. Poll","Nt sp. Poll","Obs/Exp","N","Escala N","N control","N treat","Measure used","Value","df","valueC","valueT","Unidad","seC","seT","Visitas C","Visitas T","Unidad de tiempo de visitas","Country","Obs","Tiempo muestreo","Genus"
"805",NA,NA,4,"Cadiz-Veliz, A.; Verdessi, F.; Carvallo, G. O.",2021,"Shrub canopy matrix decreases reproductive output of a sheltered plant via pollinator exclusion","10.1016/j.baae.2021.04.013","Las coimas","Mediterranean Forests, Woodlands & Scrub","Shrubland","Vertebrate Diurnal flying exclusion","all visitors","Cactaceae","Eriosyce coimasensis","Pollinator guild diversity","seed set","positive",NA,NA,NA,NA,NA,"Exp",24,"plant",12,12,NA,NA,NA,"418.67","124.85",NA,"66.94","94.2",NA,NA,NA,"Chile",NA,NA,"Eriosyce"
"806","4246",210,1,"Castro, H.; Siopa, C.; Casais, V.; Castro, M.; Loureiro, J.; Gaspar, H.; Dias, M. C.; Castro, S.",2021,"Spatiotemporal Variation in Pollination Deficits in an Insect-Pollinated Dioecious Crop","10.3390/plants10071273","North & Centre Portugal","Temperate Broadleaf & Mixed Forests","Agricultural",NA,"all visitors","Actinidiaceae","Actinidia arguta","Pollinator richness","Production (formula)","negative",NA,NA,NA,NA,NA,"Obs",22,"orchard",NA,NA,"t","-2.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Portugal",NA,NA,"Actinidia"
"807","4267",211,1,"de Araujo, F. F.; Araujo, P. D. S.; Siqueira, E.; Alves-dos-Santos, I.; Oliveira, R.; Dotterl, S.; Schlindwein, C.",2020,"Nocturnal bees exploit but do not pollinate flowers of a common bat-pollinated tree","10.1007/s11829-020-09784-3","Sao Gonçalo do Rio Preto","Tropical & Subtropical Grasslands, Savannas & Shrublands","Savanna","Diurnal flying exclusion","all visitors","Caryocaraceae","Caryocar brasiliense","pollinator guild richness","fruit set","positive",NA,NA,NA,NA,NA,"Exp",NA,"flowers",50,50,NA,NA,NA,"22","0","%",NA,NA,NA,NA,NA,"Brazil",NA,NA,"Caryocar"
"808","4270",212,1,"Debnam, S.; Liao, H. X.; Callaway, R. M.",2021,"Indirect facilitation mediated by pollinators in intermountain prairie","10.1007/s42974-021-00056-5","Missoula","Temperate Grasslands, Savannas & Shrublands","Urban",NA,"all visitors","Linaceae","Linum lewisii",NA,"seed set","positive",NA,NA,NA,"5","2","Obs",43,"plot (1m2)",NA,NA,NA,NA,NA,"5.59","4.17",NA,"0.74","0.44",NA,NA,NA,"USA","proxy: plot con una sp de Linum, polts con mas sp de Linum",NA,"Linum"
"809",NA,213,1,"Monasterolo, M. and Chacoff, N.P. and Segura, Ã.D. and Benavidez, A. and Schliserman, P.",2022,"Native pollinators increase fruit set while honeybees decrease the quality of mandarins in family farms","10.1016/j.baae.2022.07.008","Capayán","Tropical & Subtropical Grasslands, Savannas & Shrublands","Agricultural",NA,"Honeybee","Rutaceae","Citrus reticulata","Honeybee visitation rate","fruit weight","negative",NA,NA,NA,NA,NA,"Obs",200,"plant",100,100,"estimate","-5.13",NA,NA,NA,NA,NA,NA,"10.9","46.6",NA,"Argentina",NA,NA,"Citrus"
"810",NA,NA,2,"Monasterolo, M. and Chacoff, N.P. and Segura, Ã.D. and Benavidez, A. and Schliserman, P.",2022,"Native pollinators increase fruit set while honeybees decrease the quality of mandarins in family farms","10.1016/j.baae.2022.07.008","Capayán","Tropical & Subtropical Grasslands, Savannas & Shrublands","Agricultural",NA,"native pollinators","Rutaceae","Citrus reticulata","Native pollinator visitation rate","fruit set","positive",NA,NA,NA,NA,NA,"Obs",200,"plant",100,100,"estimate","20.21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Argentina",NA,NA,"Citrus"
"811",NA,214,1,"Sritongchuay, T. and Dalsgaard, B. and Wayo, K. and Zou, Y. and Simla, P. and Tanalgo, K.C. and Orr, M.C. and Hughes, A.C.",2022,"Landscape-level effects on pollination networks and fruit-set of crops in tropical small-holder agroecosystems","10.1016/j.agee.2022.108112","Thailand & China","Tropical & Subtropical Moist Broadleaf Forests","Agricultural",NA,NA,"Anacardiaceae","Mangifera indica","pollinator species richness","fruit set","positive",NA,NA,NA,"326 morphotypes of insect, three species of bird and seven species of bat",NA,"Obs",80,"plant",40,40,"X2","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thailand & China",NA,NA,"Mangifera"
"812",NA,NA,2,"Sritongchuay, T. and Dalsgaard, B. and Wayo, K. and Zou, Y. and Simla, P. and Tanalgo, K.C. and Orr, M.C. and Hughes, A.C.",2022,"Landscape-level effects on pollination networks and fruit-set of crops in tropical small-holder agroecosystems","10.1016/j.agee.2022.108112","Thailand & China","Tropical & Subtropical Moist Broadleaf Forests","Agricultural",NA,NA,"Rutaceae","Citrus paradisi","pollinator visitation rate","fruit set","positive",NA,NA,NA,"326 morphotypes of insect, three species of bird and seven species of bat",NA,"Obs",80,"plant",40,40,"X2","11.47",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thailand & China",NA,NA,"Citrus"
"813",NA,NA,3,"Sritongchuay, T. and Dalsgaard, B. and Wayo, K. and Zou, Y. and Simla, P. and Tanalgo, K.C. and Orr, M.C. and Hughes, A.C.",2022,"Landscape-level effects on pollination networks and fruit-set of crops in tropical small-holder agroecosystems","10.1016/j.agee.2022.108112","Thailand & China","Tropical & Subtropical Moist Broadleaf Forests","Agricultural",NA,NA,"Bignoniaceae","Oroxylum indicum","pollinator species richness","fruit set","negative",NA,NA,NA,"326 morphotypes of insect, three species of bird and seven species of bat",NA,"Obs",80,"plant",40,40,"X2","5.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thailand & China",NA,NA,"Oroxylum"
"814",NA,215,1,"Vansynghel, Justine and Ocampo-Ariza, Carolina and Maas, Bea and Martin, Emily A and Thomas, Evert and Hanf-Dressler, Tara and Schumacher, Nils-Christian and Ulloque-Samatelo, Carlos and Yovera, Fredy F and Tscharntke, Teja and Steffan-Dewenter, Ingolf",2022,"Quantifying services and disservices provided by insects and vertebrates in cacao agroforestry landscapes","10.1098/rspb.2022.1309","La Quemazón","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","Vertebrate exclusion","all visitors","Malvaceae","Theobroma cacao","pollinator guild richness","fruit set","positive",NA,NA,NA,NA,NA,"Exp",24,"orchard",12,12,NA,NA,NA,"2.6","0.3","%","0.5","0.1",NA,NA,NA,"Peru",NA,NA,"Theobroma"
"815",NA,NA,2,"Vansynghel, Justine and Ocampo-Ariza, Carolina and Maas, Bea and Martin, Emily A and Thomas, Evert and Hanf-Dressler, Tara and Schumacher, Nils-Christian and Ulloque-Samatelo, Carlos and Yovera, Fredy F and Tscharntke, Teja and Steffan-Dewenter, Ingolf",2022,"Quantifying services and disservices provided by insects and vertebrates in cacao agroforestry landscapes","10.1098/rspb.2022.1309","La Quemazón","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","Vertebrate exclusion","all visitors","Malvaceae","Theobroma cacao","pollinator guild richness","fruit set","positive",NA,NA,NA,NA,NA,"Exp",24,"orchard",12,12,NA,NA,NA,"2.6","1.3","%",NA,NA,NA,NA,NA,"Peru",NA,NA,"Theobroma"
"816",NA,NA,3,"Vansynghel, Justine and Ocampo-Ariza, Carolina and Maas, Bea and Martin, Emily A and Thomas, Evert and Hanf-Dressler, Tara and Schumacher, Nils-Christian and Ulloque-Samatelo, Carlos and Yovera, Fredy F and Tscharntke, Teja and Steffan-Dewenter, Ingolf",2022,"Quantifying services and disservices provided by insects and vertebrates in cacao agroforestry landscapes","10.1098/rspb.2022.1309","La Quemazón","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","Vertebrate exclusion","all visitors","Malvaceae","Theobroma cacao","pollinator guild richness","yield","positive",NA,NA,NA,NA,NA,"Exp",24,"orchard",12,12,NA,NA,NA,"331.2","153.6","kg/ha",NA,NA,NA,NA,NA,"Peru",NA,NA,"Theobroma"
"817",NA,216,1,"Li, Qian and Sun, Mengxiao and Liu, Yangtian and Liu, Bing and Bianchi, Felix J. J. A. and van der Werf, Wopke and Lu, Yanhui",2022,"High Pollination Deficit and Strong Dependence on Honeybees in Pollination of Korla Fragrant Pear, Pyrus sinkiangensis","10.3390/plants11131734","China",NA,"Agricultural","open.allvisitors",".+HB","Rosaceae","Pyrus sinkiangensis","pollinator species richness","fruit set","positive",NA,NA,NA,NA,NA,"Exp",21,"orchard",8,13,NA,NA,NA,"38","12","%",NA,NA,NA,NA,NA,"China",NA,NA,"Pyrus"
"818",NA,217,1,"Martin, Keanu and Anderson, Bruce and Minnaar, Corneile and de Jager, Marinus L.",2022,"Assessing the effectiveness of honey bee pollinators for cultivated blueberries in South Africa","10.1016/j.sajb.2022.06.055","Western","Mediterranean Forests, Woodlands & Scrub","Agricultural","sp1.HB","open.allvisitors","Ericaceae","Vaccinium corymbosum","pollinator species richness","yield","positive",NA,NA,NA,NA,NA,"Exp",270,"orchard",135,135,"t","4.71",NA,"1.95","1.5","grams",NA,NA,NA,NA,NA,"South Africa",NA,NA,"Vaccinium"
"819",NA,NA,2,"Martin, Keanu and Anderson, Bruce and Minnaar, Corneile and de Jager, Marinus L.",2022,"Assessing the effectiveness of honey bee pollinators for cultivated blueberries in South Africa","10.1016/j.sajb.2022.06.055","Western","Mediterranean Forests, Woodlands & Scrub","Agricultural","sp1.HB","open.allvisitors","Ericaceae","Vaccinium corymbosum","pollinator species richness","fruit size","positive",NA,NA,NA,NA,NA,"Exp",270,"orchard",135,135,"t","5.0999999999999996",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Africa",NA,NA,"Vaccinium"
"820",NA,218,1,"Weekers, Timothy and Marshall, Leon and Leclercq, Nicolas and Wood, Thomas J. and Cejas, Diego and Drepper, Bianca and Garratt, Michael and Hutchinson, Louise and Roberts, Stuart and Bosch, Jordi and Roquer-Beni, Laura and Lhomme, Patrick and Michez, Denis and Molenberg, Jean-Marc and Smagghe, Guy and Vandamme, Peter and Vereecken, Nicolas J.",2022,"Ecological, environmental, and management data indicate apple production is driven by wild bee diversity and management practices","10.1016/j.ecolind.2022.108880","Europe","Temperate Broadleaf & Mixed Forests","Agricultural","open.allvisitors",".+HB",NA,"Apple","pollinator sps richness","seed set","positive",NA,NA,NA,"173",NA,"Obs",92,"orchard",46,46,"R2","0.38",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe",NA,NA,"Apple"
"821",NA,219,1,"Amorim, Marsal D. and Maruyama, Pietro K. and Baronio, Gudryan J. and Azevedo, Cristiano S. and Rech, Andre R.",2022,"Hummingbird contribution to plant reproduction in the rupestrian grasslands is not defined by pollination syndrome","10.1007/s00442-021-05103-6","Juscelino Kubitschkek Campus","Tropical & Subtropical Grasslands, Savannas & Shrublands","Grassland","Vertebrate Diurnal flying exclusion","all visitors","Asteraceae","Aspilia foliosa","pollinator guild richness","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",20,"plant",10,10,"z value","-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"Aspilia"
"822",NA,NA,2,"Amorim, Marsal D. and Maruyama, Pietro K. and Baronio, Gudryan J. and Azevedo, Cristiano S. and Rech, Andre R.",2022,"Hummingbird contribution to plant reproduction in the rupestrian grasslands is not defined by pollination syndrome","10.1007/s00442-021-05103-6","Juscelino Kubitschkek Campus","Tropical & Subtropical Grasslands, Savannas & Shrublands","Grassland","Vertebrate Diurnal flying exclusion","all visitors","Ericaceae","Gaylussacia brasiliensis","pollinator guild richness","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",20,"plant",10,10,"z value","-1.609",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"Gaylussacia"
"823",NA,NA,3,"Amorim, Marsal D. and Maruyama, Pietro K. and Baronio, Gudryan J. and Azevedo, Cristiano S. and Rech, Andre R.",2022,"Hummingbird contribution to plant reproduction in the rupestrian grasslands is not defined by pollination syndrome","10.1007/s00442-021-05103-6","Juscelino Kubitschkek Campus","Tropical & Subtropical Grasslands, Savannas & Shrublands","Grassland","Vertebrate Diurnal flying exclusion","all visitors","Ericaceae","Gaylussacia virgnata","pollinator guild richness","fruit set","positive",NA,NA,NA,NA,NA,"Exp",20,"plant",10,10,"z","5.3710000000000004",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"Gaylussacia"
"824",NA,NA,4,"Amorim, Marsal D. and Maruyama, Pietro K. and Baronio, Gudryan J. and Azevedo, Cristiano S. and Rech, Andre R.",2022,"Hummingbird contribution to plant reproduction in the rupestrian grasslands is not defined by pollination syndrome","10.1007/s00442-021-05103-6","Juscelino Kubitschkek Campus","Tropical & Subtropical Grasslands, Savannas & Shrublands","Grassland","Vertebrate Diurnal flying exclusion","all visitors","Lamiaceae","Hyptis passerina","pollinator guild richness","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",20,"plant",10,10,"z value","-1.3140000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"Hyptis"
"825",NA,NA,5,"Amorim, Marsal D. and Maruyama, Pietro K. and Baronio, Gudryan J. and Azevedo, Cristiano S. and Rech, Andre R.",2022,"Hummingbird contribution to plant reproduction in the rupestrian grasslands is not defined by pollination syndrome","10.1007/s00442-021-05103-6","Juscelino Kubitschkek Campus","Tropical & Subtropical Grasslands, Savannas & Shrublands","Grassland","Vertebrate Diurnal flying exclusion","all visitors","Verbenaceae","Lantana sp.","pollinator guild richness","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",20,"plant",10,10,"z value","0.94899999999999995",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"Lantana"
"826",NA,NA,6,"Amorim, Marsal D. and Maruyama, Pietro K. and Baronio, Gudryan J. and Azevedo, Cristiano S. and Rech, Andre R.",2022,"Hummingbird contribution to plant reproduction in the rupestrian grasslands is not defined by pollination syndrome","10.1007/s00442-021-05103-6","Juscelino Kubitschkek Campus","Tropical & Subtropical Grasslands, Savannas & Shrublands","Grassland","Vertebrate Diurnal flying exclusion","all visitors","Rubiaceae","Palicourea rigida","pollinator guild richness","fruit set","positive",NA,NA,NA,NA,NA,"Exp",20,"plant",10,10,"z","7.6879999999999997",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"Palicourea"
"827",NA,NA,7,"Amorim, Marsal D. and Maruyama, Pietro K. and Baronio, Gudryan J. and Azevedo, Cristiano S. and Rech, Andre R.",2022,"Hummingbird contribution to plant reproduction in the rupestrian grasslands is not defined by pollination syndrome","10.1007/s00442-021-05103-6","Juscelino Kubitschkek Campus","Tropical & Subtropical Grasslands, Savannas & Shrublands","Grassland","Vertebrate Diurnal flying exclusion","all visitors","Orobanchaceae","Physocalyx major","pollinator guild richness","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",20,"plant",10,10,"z value","0.58599999999999997",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"Physocalyx"
"828",NA,NA,8,"Amorim, Marsal D. and Maruyama, Pietro K. and Baronio, Gudryan J. and Azevedo, Cristiano S. and Rech, Andre R.",2022,"Hummingbird contribution to plant reproduction in the rupestrian grasslands is not defined by pollination syndrome","10.1007/s00442-021-05103-6","Juscelino Kubitschkek Campus","Tropical & Subtropical Grasslands, Savannas & Shrublands","Grassland","Vertebrate Diurnal flying exclusion","all visitors","Asteraceae","Piptolepsis imbricata","pollinator guild richness","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",20,"plant",10,10,"z value","-1.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"Piptolepsis"
"829",NA,NA,9,"Amorim, Marsal D. and Maruyama, Pietro K. and Baronio, Gudryan J. and Azevedo, Cristiano S. and Rech, Andre R.",2022,"Hummingbird contribution to plant reproduction in the rupestrian grasslands is not defined by pollination syndrome","10.1007/s00442-021-05103-6","Juscelino Kubitschkek Campus","Tropical & Subtropical Grasslands, Savannas & Shrublands","Grassland","Vertebrate Diurnal flying exclusion","all visitors","Acanthaceae","Ruellia densa","pollinator guild richness","fruit set","positive",NA,NA,NA,NA,NA,"Exp",20,"plant",10,10,"z","2.1859999999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"Ruellia"
"830",NA,NA,10,"Amorim, Marsal D. and Maruyama, Pietro K. and Baronio, Gudryan J. and Azevedo, Cristiano S. and Rech, Andre R.",2022,"Hummingbird contribution to plant reproduction in the rupestrian grasslands is not defined by pollination syndrome","10.1007/s00442-021-05103-6","Juscelino Kubitschkek Campus","Tropical & Subtropical Grasslands, Savannas & Shrublands","Grassland","Vertebrate Diurnal flying exclusion","all visitors","Verbenaceae","Stachytarpheta sp.","pollinator guild richness","fruit set","positive",NA,NA,NA,NA,NA,"Exp",20,"plant",10,10,"z","2.4670000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"Stachytarpheta"
"831",NA,220,1,"Layek, Ujjwal and Das, Alokesh and Karmakar, Prakash",2022,"Supplemental Stingless Bee Pollination in Fennel (Foeniculum vulgare Mill.): An Assessment of Impacts on Native Pollinators and Crop Yield","10.3389/fsufs.2022.820264","Jenadihi","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","open.allvisitors",".+sp1","Apiaceae","Foeniculum vulgare","Pollinator species richness","fruit set","positive",NA,NA,NA,"?+1","all","Exp",60,"inflorescence",30,30,NA,NA,NA,"83","72","%","1.73","2.2400000000000002",NA,NA,NA,"India",NA,NA,"Foeniculum"
"832",NA,NA,2,"Layek, Ujjwal and Das, Alokesh and Karmakar, Prakash",2022,"Supplemental Stingless Bee Pollination in Fennel (Foeniculum vulgare Mill.): An Assessment of Impacts on Native Pollinators and Crop Yield","10.3389/fsufs.2022.820264","Jenadihi","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","open.allvisitors",".+sp1","Apiaceae","Foeniculum vulgare","Pollinator species richness","fruit set","positive",NA,NA,NA,"?+1","all","Exp",60,"inflorescence",30,30,NA,NA,NA,"79","69","%","2.19","2.19",NA,NA,NA,"India",NA,NA,"Foeniculum"
"833",NA,NA,3,"Layek, Ujjwal and Das, Alokesh and Karmakar, Prakash",2022,"Supplemental Stingless Bee Pollination in Fennel (Foeniculum vulgare Mill.): An Assessment of Impacts on Native Pollinators and Crop Yield","10.3389/fsufs.2022.820264","Jenadihi","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","open.allvisitors",".+sp1","Apiaceae","Foeniculum vulgare","Pollinator species richness","fruit weight","positive",NA,NA,NA,"?+1","all","Exp",20,"lot",10,10,NA,NA,NA,"202.4","179.55","g","15.15","15.8",NA,NA,NA,"India",NA,NA,"Foeniculum"
"834",NA,NA,4,"Layek, Ujjwal and Das, Alokesh and Karmakar, Prakash",2022,"Supplemental Stingless Bee Pollination in Fennel (Foeniculum vulgare Mill.): An Assessment of Impacts on Native Pollinators and Crop Yield","10.3389/fsufs.2022.820264","Jenadihi","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","open.allvisitors",".+sp1","Apiaceae","Foeniculum vulgare","Pollinator species richness","fruit weight","positive",NA,NA,NA,"?+1","all","Exp",20,"lot",10,10,NA,NA,NA,"195.1","173.9","g","15.08","15.8",NA,NA,NA,"India",NA,NA,"Foeniculum"
"835",NA,NA,5,"Layek, Ujjwal and Das, Alokesh and Karmakar, Prakash",2022,"Supplemental Stingless Bee Pollination in Fennel (Foeniculum vulgare Mill.): An Assessment of Impacts on Native Pollinators and Crop Yield","10.3389/fsufs.2022.820264","Jenadihi","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","open.allvisitors",".+sp1","Apiaceae","Foeniculum vulgare","Pollinator species richness","yield","positive",NA,NA,NA,"?+1","all","Exp",6,"area",3,3,NA,NA,NA,"1061.33","877.47","kg",NA,NA,NA,NA,NA,"India",NA,NA,"Foeniculum"
"836",NA,NA,6,"Layek, Ujjwal and Das, Alokesh and Karmakar, Prakash",2022,"Supplemental Stingless Bee Pollination in Fennel (Foeniculum vulgare Mill.): An Assessment of Impacts on Native Pollinators and Crop Yield","10.3389/fsufs.2022.820264","Jenadihi","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","open.allvisitors",".+sp1","Apiaceae","Foeniculum vulgare","Pollinator species richness","yield","positive",NA,NA,NA,"?+1","all","Exp",6,"area",3,3,NA,NA,NA,"984","836.8","kg",NA,NA,NA,NA,NA,"India",NA,NA,"Foeniculum"
"837",NA,221,1,"Cézar, K. and Franklin, E. and Pinto, C.E.",2022,"Temporal Variation in Pollinators' Visitation of Lantana camara in a Tropical Urban Landscape: Does Butterfly Abundance and Richness Drive the Fruit Set?","10.2478/eko-2022-0006","Manaus city","Tropical & Subtropical Moist Broadleaf Forests","Urban",NA,"butterflies","Verbenaceae","Lantana camara","Butterfly species richness","fruit number","positive",NA,NA,NA,NA,NA,"Obs",12,"individuals",NA,NA,"r2","0.59099999999999997",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"Lantana"
